Subtotal Area	JULIÁN CASTRO	MICHAEL A. ELLINGER	ELIZABETH WARREN	MARIANNE WILLIAMSON	ANDREW YANG	ROQUE "ROCKY" DE LA FUENTE III	JOHN K. DELANEY	AMY KLOBUCHAR	BERNIE SANDERS	JOE SESTAK	TOM STEYER	DEVAL PATRICK	MICHAEL BENNET	MICHAEL R. BLOOMBERG	MOSIE BOYD	CORY BOOKER	PETE BUTTIGIEG	JOSEPH R. BIDEN	TULSI GABBARD	MARK STEWART GREENSTEIN	NAKIA L. ANTHONY	DAPHNE DENISE BRADFORD	WILLIE FELIX CARTER	MICHAEL DENAME	JEFFREY H. DROBMAN	ROBERT JORDAN	HEATHER MARIE STAGG	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9517 - Vote By Mail	0	0	102	0	2	0	0	4	106	0	1	0	0	17	0	1	10	45	2	2	0	0	0	0	0	0	0	626	293	0	0	1	292	0
Precinct 9517 - Election Day	0	0	33	0	0	0	0	0	54	0	0	0	0	7	0	0	0	35	1	0	0	0	0	0	0	0	0	162	130	0	0	0	130	0
Precinct 9517	0	0	135	0	2	0	0	4	160	0	1	0	0	24	0	1	10	80	3	2	0	0	0	0	0	0	0	788	423	0	0	1	422	0
Precinct 9518 - Vote By Mail	0	0	87	0	4	0	0	6	101	0	4	0	0	22	0	0	11	42	1	0	0	0	0	0	0	0	0	642	278	0	0	0	278	0
Precinct 9518 - Election Day	0	0	41	0	0	0	0	1	55	0	0	0	0	6	0	0	1	44	0	0	0	0	0	0	0	0	0	146	149	0	0	0	149	1
Precinct 9518	0	0	128	0	4	0	0	7	156	0	4	0	0	28	0	0	12	86	1	0	0	0	0	0	0	0	0	788	427	0	0	0	427	1
Precinct 9519 - Vote By Mail	0	0	107	0	7	0	0	9	106	0	0	0	0	23	0	0	19	60	0	0	0	0	0	0	0	0	0	693	332	0	1	0	331	0
Precinct 9519 - Election Day	0	0	42	0	1	0	0	1	56	0	0	0	0	14	0	0	1	39	0	0	0	0	0	0	0	0	0	198	154	0	0	0	154	0
Precinct 9519	0	0	149	0	8	0	0	10	162	0	0	0	0	37	0	0	20	99	0	0	0	0	0	0	0	0	0	891	486	0	1	0	485	0
Precinct 9521 - Vote By Mail	0	1	110	0	2	0	0	6	109	0	2	0	0	22	0	0	14	53	2	0	0	0	0	0	0	0	0	687	321	0	0	0	321	0
Precinct 9521 - Election Day	0	0	50	0	1	0	0	0	69	0	2	0	0	8	0	0	0	50	0	0	0	0	0	0	0	0	0	214	183	0	0	2	181	1
Precinct 9521	0	1	160	0	3	0	0	6	178	0	4	0	0	30	0	0	14	103	2	0	0	0	0	0	0	0	0	901	504	0	0	2	502	1
Precinct 9701 - Vote By Mail	0	0	67	0	7	0	0	2	74	0	0	0	0	26	0	0	4	37	1	0	0	0	0	0	0	0	0	498	222	0	1	3	218	0
Precinct 9701 - Election Day	0	0	46	0	0	0	0	0	43	0	0	0	0	5	0	0	1	33	0	0	0	0	0	0	0	0	0	156	128	0	0	0	128	0
Precinct 9701	0	0	113	0	7	0	0	2	117	0	0	0	0	31	0	0	5	70	1	0	0	0	0	0	0	0	0	654	350	0	1	3	346	0
Precinct 9702 - Vote By Mail	0	0	75	0	3	0	0	5	85	0	0	1	0	17	0	0	15	48	1	1	0	0	0	0	0	0	0	554	256	0	1	4	251	0
Precinct 9702 - Election Day	0	0	52	0	0	0	0	0	48	0	0	0	0	12	0	0	1	32	0	0	0	0	0	0	0	0	0	166	145	0	0	0	145	0
Precinct 9702	0	0	127	0	3	0	0	5	133	0	0	1	0	29	0	0	16	80	1	1	0	0	0	0	0	0	0	720	401	0	1	4	396	0
Precinct 9703 - Vote By Mail	0	0	53	0	12	0	0	1	115	0	3	0	0	45	0	0	14	69	0	0	0	0	0	0	0	0	0	809	314	0	0	2	312	0
Precinct 9703 - Election Day	0	0	26	0	0	0	0	0	48	0	0	0	0	7	0	0	0	42	0	0	0	0	0	0	0	0	0	182	123	0	0	0	123	0
Precinct 9703	0	0	79	0	12	0	0	1	163	0	3	0	0	52	0	0	14	111	0	0	0	0	0	0	0	0	0	991	437	0	0	2	435	0
Precinct 9704 - Vote By Mail	0	0	84	0	7	0	0	7	86	0	5	0	0	42	0	0	15	87	2	0	0	0	0	0	0	0	0	760	338	0	1	2	335	0
Precinct 9704 - Election Day	0	0	55	1	2	0	0	0	47	0	0	0	0	12	0	0	2	61	2	0	0	0	0	0	0	0	0	199	182	0	0	0	182	0
Precinct 9704	0	0	139	1	9	0	0	7	133	0	5	0	0	54	0	0	17	148	4	0	0	0	0	0	0	0	0	959	520	0	1	2	517	0
Precinct 9705 - Vote By Mail	0	0	109	0	6	0	0	17	110	0	1	0	0	36	0	0	16	78	0	0	0	0	0	0	0	0	0	754	376	0	2	1	373	0
Precinct 9705 - Election Day	0	0	45	0	0	0	0	0	43	0	0	0	0	5	0	0	0	39	0	0	0	0	0	0	0	0	0	175	132	0	0	0	132	0
Precinct 9705	0	0	154	0	6	0	0	17	153	0	1	0	0	41	0	0	16	117	0	0	0	0	0	0	0	0	0	929	508	0	2	1	505	0
Precinct 9706 MB - Vote By Mail	0	0	8	0	0	0	0	2	10	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	57	27	0	0	0	27	0
Precinct 9706 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	0	0	8	0	0	0	0	2	10	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	49	27	0	0	0	27	0
Precinct 9707 - Vote By Mail	0	0	61	0	10	0	0	6	49	0	3	0	0	46	0	0	14	71	1	0	0	0	0	0	0	0	0	687	266	0	0	5	261	0
Precinct 9707 - Election Day	0	0	22	0	0	0	0	1	29	0	0	0	0	8	0	0	0	33	3	0	0	0	0	0	0	0	0	139	96	0	0	0	96	0
Precinct 9707	0	0	83	0	10	0	0	7	78	0	3	0	0	54	0	0	14	104	4	0	0	0	0	0	0	0	0	826	362	0	0	5	357	0
Precinct 9708 - Vote By Mail	0	0	89	0	5	0	0	5	124	0	7	0	0	35	0	0	27	65	0	0	0	0	0	0	0	0	0	786	358	0	0	1	357	0
Precinct 9708 - Election Day	0	0	51	0	1	0	0	0	42	0	0	0	0	9	0	0	0	44	1	0	0	0	0	0	0	0	0	175	148	0	0	0	148	0
Precinct 9708	0	0	140	0	6	0	0	5	166	0	7	0	0	44	0	0	27	109	1	0	0	0	0	0	0	0	0	961	506	0	0	1	505	0
Precinct 9709 - Vote By Mail	0	0	59	0	4	0	0	12	96	0	4	0	0	51	0	0	15	74	1	0	0	0	0	0	0	0	0	831	319	0	0	3	316	0
Precinct 9709 - Election Day	0	0	18	0	0	0	0	0	60	0	0	0	0	18	0	0	0	58	0	0	0	0	0	0	0	0	0	209	154	0	0	0	154	0
Precinct 9709	0	0	77	0	4	0	0	12	156	0	4	0	0	69	0	0	15	132	1	0	0	0	0	0	0	0	0	1,040	473	0	0	3	470	0
Precinct 9711 - Vote By Mail	0	0	48	0	2	0	0	8	64	0	2	0	0	42	0	0	13	55	1	0	0	0	0	0	0	0	0	502	236	0	0	1	235	0
Precinct 9711 - Election Day	0	0	27	0	0	0	0	0	27	0	1	0	0	18	0	0	0	39	1	0	0	0	0	0	0	0	0	144	114	0	0	1	113	0
Precinct 9711	0	0	75	0	2	0	0	8	91	0	3	0	0	60	0	0	13	94	2	0	0	0	0	0	0	0	0	646	350	0	0	2	348	0
Precinct 9712 - Vote By Mail	0	0	64	0	2	1	0	11	47	0	1	0	0	64	0	0	11	61	0	0	0	0	0	0	0	0	0	534	264	0	0	2	262	0
Precinct 9712 - Election Day	0	0	18	0	0	0	0	0	23	0	0	0	0	15	0	0	0	49	0	0	0	0	0	0	0	0	0	127	105	0	0	0	105	0
Precinct 9712	0	0	82	0	2	1	0	11	70	0	1	0	0	79	0	0	11	110	0	0	0	0	0	0	0	0	0	661	369	0	0	2	367	0
Precinct 9713 - Vote By Mail	0	0	58	0	3	0	0	17	85	0	3	0	0	42	0	0	11	54	4	0	0	0	0	0	0	0	0	747	278	0	0	1	277	0
Precinct 9713 - Election Day	0	0	27	0	1	0	0	0	35	0	0	0	0	13	0	0	0	38	0	0	0	0	0	0	0	0	0	203	116	0	1	0	115	1
Precinct 9713	0	0	85	0	4	0	0	17	120	0	3	0	0	55	0	0	11	92	4	0	0	0	0	0	0	0	0	950	394	0	1	1	392	1
Precinct 9714 - Vote By Mail	0	0	71	0	8	0	0	10	77	0	6	0	0	53	0	0	17	81	1	0	0	0	0	0	0	0	0	795	325	0	0	1	324	0
Precinct 9714 - Election Day	0	0	22	0	0	0	0	1	30	1	0	0	0	13	0	0	0	55	0	0	0	0	0	0	0	0	0	156	122	0	0	0	122	0
Precinct 9714	0	0	93	0	8	0	0	11	107	1	6	0	0	66	0	0	17	136	1	0	0	0	0	0	0	0	0	951	447	0	0	1	446	0
Precinct 9715 - Vote By Mail	0	0	22	0	3	0	0	8	24	0	2	0	0	40	0	0	16	66	0	0	0	0	0	0	0	0	0	449	184	0	0	3	181	0
Precinct 9715 - Election Day	0	0	14	0	0	0	0	0	20	0	0	0	0	26	0	0	0	65	0	0	0	0	0	0	0	0	0	130	126	0	0	0	126	1
Precinct 9715	0	0	36	0	3	0	0	8	44	0	2	0	0	66	0	0	16	131	0	0	0	0	0	0	0	0	0	579	310	0	0	3	307	1
Precinct 9716 - Vote By Mail	0	1	72	1	6	0	0	9	83	0	5	1	0	31	0	0	16	68	3	0	0	0	0	0	0	0	0	745	305	0	0	9	296	0
Precinct 9716 - Election Day	0	0	24	0	0	0	0	0	42	0	2	0	0	14	0	0	0	58	2	0	0	0	0	0	0	0	0	221	142	0	0	0	142	0
Precinct 9716	0	1	96	1	6	0	0	9	125	0	7	1	0	45	0	0	16	126	5	0	0	0	0	0	0	0	0	966	447	0	0	9	438	0
Precinct 9717 - Vote By Mail	0	0	67	0	5	0	0	19	95	0	0	0	0	56	0	0	10	79	1	2	0	0	0	0	0	0	0	753	338	0	0	4	334	0
Precinct 9717 - Election Day	0	0	30	0	0	0	0	0	29	0	1	0	0	15	0	0	1	59	2	0	0	0	0	0	0	0	0	224	137	0	0	0	137	0
Precinct 9717	0	0	97	0	5	0	0	19	124	0	1	0	0	71	0	0	11	138	3	2	0	0	0	0	0	0	0	977	475	0	0	4	471	0
Precinct 9718 - Vote By Mail	0	0	73	0	5	1	0	11	65	0	4	0	0	76	0	1	20	81	9	0	0	0	0	0	0	0	0	749	349	0	0	3	346	0
Precinct 9718 - Election Day	1	1	35	0	1	0	0	1	22	0	0	0	0	15	0	0	0	51	0	0	0	0	0	0	0	0	0	152	127	0	0	0	127	0
Precinct 9718	1	1	108	0	6	1	0	12	87	0	4	0	0	91	0	1	20	132	9	0	0	0	0	0	0	0	0	901	476	0	0	3	473	0
Precinct 9719 - Vote By Mail	0	0	62	0	2	0	0	20	63	0	2	0	0	70	0	0	27	106	5	0	0	0	0	0	0	0	0	747	359	0	0	2	357	0
Precinct 9719 - Election Day	0	0	22	0	1	0	0	1	36	0	0	0	0	17	0	0	0	57	1	0	0	0	0	0	0	0	0	173	135	0	0	0	135	0
Precinct 9719	0	0	84	0	3	0	0	21	99	0	2	0	0	87	0	0	27	163	6	0	0	0	0	0	0	0	0	920	494	0	0	2	492	0
Precinct 9721 - Vote By Mail	0	0	47	0	3	0	0	10	34	0	2	0	0	38	0	0	12	80	0	0	0	0	0	0	0	0	0	498	227	0	1	0	226	0
Precinct 9721 - Election Day	0	0	24	0	0	0	1	1	16	0	1	0	0	19	0	0	0	53	1	0	0	0	0	0	0	0	0	164	117	0	0	1	116	0
Precinct 9721	0	0	71	0	3	0	1	11	50	0	3	0	0	57	0	0	12	133	1	0	0	0	0	0	0	0	0	662	344	0	1	1	342	0
Precinct 9722 - Vote By Mail	0	0	49	0	6	0	0	11	49	0	3	0	0	42	0	0	17	52	0	0	0	0	0	0	0	0	0	513	231	0	0	2	229	0
Precinct 9722 - Election Day	0	0	20	0	0	0	1	0	14	0	1	0	0	4	0	0	0	26	1	0	0	0	0	0	0	0	0	84	67	0	0	0	67	0
Precinct 9722	0	0	69	0	6	0	1	11	63	0	4	0	0	46	0	0	17	78	1	0	0	0	0	0	0	0	0	597	298	0	0	2	296	0
Precinct 9723 - Vote By Mail	0	0	13	0	6	0	0	4	36	0	3	0	0	32	0	0	3	38	2	0	0	0	0	0	0	0	0	436	139	0	0	2	137	0
Precinct 9723 - Election Day	0	0	4	0	0	0	0	0	7	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	72	28	0	0	0	28	0
Precinct 9723	0	0	17	0	6	0	0	4	43	0	3	0	0	34	0	0	3	53	2	0	0	0	0	0	0	0	0	508	167	0	0	2	165	0
Precinct 9724 - Vote By Mail	0	0	43	0	9	0	1	6	65	0	2	0	0	62	0	0	12	68	2	0	0	0	0	0	0	0	0	851	278	0	0	8	270	0
Precinct 9724 - Election Day	0	0	6	0	1	0	0	0	29	0	0	0	0	12	0	0	0	32	1	0	0	0	0	0	0	0	0	169	81	0	0	0	81	0
Precinct 9724	0	0	49	0	10	0	1	6	94	0	2	0	0	74	0	0	12	100	3	0	0	0	0	0	0	0	0	1,020	359	0	0	8	351	0
Precinct 9725 - Vote By Mail	0	0	48	0	8	1	0	8	68	0	1	0	0	49	0	0	19	76	2	0	0	0	0	0	0	0	0	814	281	0	0	1	280	0
Precinct 9725 - Election Day	0	0	9	0	0	0	0	1	20	0	1	0	0	9	0	0	0	31	0	0	0	0	0	0	0	0	0	157	73	0	0	1	72	1
Precinct 9725	0	0	57	0	8	1	0	9	88	0	2	0	0	58	0	0	19	107	2	0	0	0	0	0	0	0	0	971	354	0	0	2	352	1
Precinct 9726 - Vote By Mail	0	0	26	0	2	0	0	4	97	0	3	0	0	13	0	0	5	32	1	0	0	0	0	0	0	0	0	630	184	0	0	1	183	0
Precinct 9726 - Election Day	0	0	12	0	1	0	0	1	42	0	0	0	0	5	0	0	0	24	1	0	0	0	0	0	0	0	0	-14	86	0	0	0	86	0
Precinct 9726	0	0	38	0	3	0	0	5	139	0	3	0	0	18	0	0	5	56	2	0	0	0	0	0	0	0	0	616	270	0	0	1	269	0
Precinct 9727 - Vote By Mail	0	0	27	0	2	0	0	2	40	0	4	0	0	26	0	0	13	22	1	0	0	0	0	0	0	0	0	404	140	0	0	3	137	0
Precinct 9727 - Election Day	0	0	8	0	0	0	0	0	5	0	0	0	0	4	0	0	0	10	1	0	0	0	0	0	0	0	0	56	28	0	0	0	28	0
Precinct 9727	0	0	35	0	2	0	0	2	45	0	4	0	0	30	0	0	13	32	2	0	0	0	0	0	0	0	0	460	168	0	0	3	165	0
Precinct 9728 - Vote By Mail	0	0	42	0	5	1	0	12	53	0	2	0	0	72	0	0	22	94	3	0	0	0	0	0	0	0	0	751	314	0	3	5	306	0
Precinct 9728 - Election Day	0	0	17	0	0	0	0	0	27	0	1	0	0	9	0	0	0	56	1	0	0	0	0	0	0	0	0	212	111	0	0	0	111	0
Precinct 9728	0	0	59	0	5	1	0	12	80	0	3	0	0	81	0	0	22	150	4	0	0	0	0	0	0	0	0	963	425	0	3	5	417	0
Precinct 9729 - Vote By Mail	0	0	26	0	2	0	0	7	30	0	1	0	0	75	0	0	13	79	4	0	0	0	0	0	0	0	0	654	237	0	0	0	237	0
Precinct 9729 - Election Day	0	0	20	0	0	0	0	0	14	0	0	0	0	16	0	0	1	49	0	0	0	0	0	0	0	0	0	164	100	0	0	0	100	0
Precinct 9729	0	0	46	0	2	0	0	7	44	0	1	0	0	91	0	0	14	128	4	0	0	0	0	0	0	0	0	818	337	0	0	0	337	0
Precinct 9731 - Vote By Mail	0	0	33	0	4	0	0	10	38	0	1	0	0	34	0	0	11	59	0	0	0	0	0	0	0	0	0	436	191	0	0	1	190	0
Precinct 9731 - Election Day	0	0	9	0	0	0	0	0	19	0	0	0	0	9	0	0	0	56	1	0	0	0	0	0	0	0	0	143	94	0	0	0	94	0
Precinct 9731	0	0	42	0	4	0	0	10	57	0	1	0	0	43	0	0	11	115	1	0	0	0	0	0	0	0	0	579	285	0	0	1	284	0
Precinct 9732 MB - Vote By Mail	0	0	5	0	0	0	0	1	11	0	1	0	0	6	0	0	2	9	1	0	0	0	0	0	0	0	0	78	37	0	0	1	36	0
Precinct 9732 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	0	0	5	0	0	0	0	1	11	0	1	0	0	6	0	0	2	9	1	0	0	0	0	0	0	0	0	73	37	0	0	1	36	0
Precinct 9733 MB - Vote By Mail	0	0	27	0	1	0	0	10	35	0	3	0	0	20	0	0	6	32	0	0	0	0	0	0	0	0	0	261	135	0	0	1	134	0
Precinct 9733 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-21	0	0	0	0	0	0
Precinct 9733 MB	0	0	27	0	1	0	0	10	35	0	3	0	0	20	0	0	6	32	0	0	0	0	0	0	0	0	0	240	135	0	0	1	134	0
Precinct 9734 - Vote By Mail	0	0	42	0	2	0	0	10	32	0	1	0	0	52	0	0	10	73	1	0	0	0	0	0	0	0	0	473	223	0	0	0	223	0
Precinct 9734 - Election Day	1	0	8	1	1	0	0	0	20	0	0	0	0	16	0	0	0	46	0	0	0	0	0	0	0	0	0	131	93	0	0	0	93	0
Precinct 9734	1	0	50	1	3	0	0	10	52	0	1	0	0	68	0	0	10	119	1	0	0	0	0	0	0	0	0	604	316	0	0	0	316	0
Precinct 9735 - Vote By Mail	1	0	64	1	2	0	0	9	52	0	2	0	0	54	0	0	16	89	4	0	0	0	0	0	0	0	0	650	294	0	0	0	294	0
Precinct 9735 - Election Day	0	0	15	0	0	0	0	0	29	0	0	0	0	10	0	0	0	54	0	0	0	0	0	0	0	0	0	170	108	0	0	0	108	0
Precinct 9735	1	0	79	1	2	0	0	9	81	0	2	0	0	64	0	0	16	143	4	0	0	0	0	0	0	0	0	820	402	0	0	0	402	0
Precinct 9736 - Vote By Mail	0	0	67	0	3	0	0	23	48	0	0	0	0	48	0	0	14	66	1	1	0	0	0	0	0	0	0	586	274	0	0	3	271	0
Precinct 9736 - Election Day	0	0	30	0	0	0	0	0	18	0	0	0	0	13	0	0	0	69	0	0	0	0	0	0	0	0	0	150	131	0	0	0	131	1
Precinct 9736	0	0	97	0	3	0	0	23	66	0	0	0	0	61	0	0	14	135	1	1	0	0	0	0	0	0	0	736	405	0	0	3	402	1
Precinct 9737 - Vote By Mail	0	0	72	0	2	0	0	12	83	0	5	0	1	50	0	0	24	71	2	0	0	0	0	0	0	0	0	637	324	0	0	2	322	0
Precinct 9737 - Election Day	0	0	32	0	0	0	0	0	29	0	0	0	0	13	0	0	0	48	0	0	0	0	0	0	0	0	0	154	122	0	0	0	122	0
Precinct 9737	0	0	104	0	2	0	0	12	112	0	5	0	1	63	0	0	24	119	2	0	0	0	0	0	0	0	0	791	446	0	0	2	444	0
Precinct 9738 - Vote By Mail	0	0	42	0	4	0	0	11	74	1	5	1	0	30	0	0	8	64	3	0	0	0	0	0	0	0	0	688	244	0	0	1	243	0
Precinct 9738 - Election Day	0	0	9	0	1	0	0	0	19	0	0	0	0	2	0	0	0	22	1	0	0	0	0	0	0	0	0	150	54	0	0	0	54	0
Precinct 9738	0	0	51	0	5	0	0	11	93	1	5	1	0	32	0	0	8	86	4	0	0	0	0	0	0	0	0	838	298	0	0	1	297	0
Precinct 9739 - Vote By Mail	0	0	29	1	2	0	0	4	115	0	2	0	0	24	0	0	8	33	2	0	0	0	0	0	0	0	0	674	224	0	0	4	220	0
Precinct 9739 - Election Day	0	0	5	0	0	0	0	0	47	0	0	0	0	5	0	0	1	22	0	1	0	0	0	0	0	0	0	115	81	0	0	0	81	0
Precinct 9739	0	0	34	1	2	0	0	4	162	0	2	0	0	29	0	0	9	55	2	1	0	0	0	0	0	0	0	789	305	0	0	4	301	0
Precinct 9741 - Vote By Mail	0	0	10	0	1	0	0	1	140	0	0	0	0	2	0	0	1	9	0	0	0	0	0	0	0	0	0	837	164	0	0	0	164	0
Precinct 9741 - Election Day	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-396	9	0	0	0	9	0
Precinct 9741	0	0	10	0	1	0	0	1	149	0	0	0	0	2	0	0	1	9	0	0	0	0	0	0	0	0	0	441	173	0	0	0	173	0
Precinct 9742 - Vote By Mail	0	0	26	0	7	0	0	5	40	0	0	0	0	16	0	0	10	39	1	0	0	0	0	0	0	0	0	530	146	0	0	2	144	0
Precinct 9742 - Election Day	0	0	12	0	0	0	0	0	26	0	0	0	0	10	0	0	1	29	1	0	0	0	0	0	0	0	0	165	79	0	0	0	79	0
Precinct 9742	0	0	38	0	7	0	0	5	66	0	0	0	0	26	0	0	11	68	2	0	0	0	0	0	0	0	0	695	225	0	0	2	223	0
Precinct 9743 - Vote By Mail	1	0	33	1	4	0	2	7	123	0	7	1	0	44	0	0	15	78	3	0	0	0	0	0	0	0	0	913	322	0	1	2	319	0
Precinct 9743 - Election Day	0	0	17	0	1	0	0	0	86	0	0	0	0	8	0	0	0	40	0	0	0	0	0	0	0	0	0	227	154	0	2	0	152	0
Precinct 9743	1	0	50	1	5	0	2	7	209	0	7	1	0	52	0	0	15	118	3	0	0	0	0	0	0	0	0	1,140	476	0	3	2	471	0
Precinct 9744 - Vote By Mail	1	0	37	1	5	0	1	8	123	0	2	0	0	29	0	0	13	49	1	2	0	0	0	0	0	0	0	783	272	0	0	0	272	0
Precinct 9744 - Election Day	0	0	18	0	1	0	0	1	59	0	0	0	0	8	0	0	2	25	0	0	0	0	0	0	0	0	0	160	114	0	0	0	114	0
Precinct 9744	1	0	55	1	6	0	1	9	182	0	2	0	0	37	0	0	15	74	1	2	0	0	0	0	0	0	0	943	386	0	0	0	386	0
Precinct 9745 - Vote By Mail	0	1	27	0	4	0	0	1	147	0	3	0	0	26	0	0	3	40	1	0	0	0	0	0	0	0	0	790	254	0	1	0	253	0
Precinct 9745 - Election Day	0	0	11	0	1	0	0	0	61	0	1	0	0	12	0	0	0	28	2	0	0	0	0	0	0	0	0	202	116	0	0	0	116	0
Precinct 9745	0	1	38	0	5	0	0	1	208	0	4	0	0	38	0	0	3	68	3	0	0	0	0	0	0	0	0	992	370	0	1	0	369	0
Precinct 9746 - Vote By Mail	0	0	47	0	5	0	0	15	72	0	2	0	0	50	0	0	7	73	0	0	0	0	0	0	0	0	0	714	273	0	0	2	271	0
Precinct 9746 - Election Day	0	0	18	0	0	0	0	0	17	0	1	0	1	19	0	0	0	49	0	0	0	0	0	0	0	0	0	189	105	0	0	0	105	0
Precinct 9746	0	0	65	0	5	0	0	15	89	0	3	0	1	69	0	0	7	122	0	0	0	0	0	0	0	0	0	903	378	0	0	2	376	0
Precinct 9747 - Vote By Mail	0	0	68	0	7	0	0	4	123	0	0	0	0	34	0	0	13	55	2	0	0	0	0	0	0	0	0	772	310	0	0	4	306	0
Precinct 9747 - Election Day	0	0	28	0	3	0	0	1	38	0	0	0	0	12	0	0	0	53	2	0	0	0	0	0	0	0	0	204	137	0	0	0	137	0
Precinct 9747	0	0	96	0	10	0	0	5	161	0	0	0	0	46	0	0	13	108	4	0	0	0	0	0	0	0	0	976	447	0	0	4	443	0
Precinct 9748 - Vote By Mail	0	0	71	0	4	0	0	7	95	0	0	0	0	48	0	1	18	74	2	0	0	0	0	0	0	0	0	746	325	0	0	5	320	0
Precinct 9748 - Election Day	0	0	22	0	2	1	0	0	25	0	1	0	0	11	0	0	1	40	0	0	0	0	0	0	0	0	0	167	104	0	1	0	103	0
Precinct 9748	0	0	93	0	6	1	0	7	120	0	1	0	0	59	0	1	19	114	2	0	0	0	0	0	0	0	0	913	429	0	1	5	423	0
Precinct 9749 - Vote By Mail	0	0	35	0	9	0	0	4	116	0	10	0	0	15	0	0	7	28	0	0	0	0	0	0	0	0	0	750	228	0	0	4	224	0
Precinct 9749 - Election Day	0	1	13	1	2	0	0	0	55	0	2	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0	0	188	97	0	0	1	96	0
Precinct 9749	0	1	48	1	11	0	0	4	171	0	12	0	0	19	0	0	7	46	0	0	0	0	0	0	0	0	0	938	325	0	0	5	320	0
Precinct 9751 - Vote By Mail	0	0	75	0	7	0	0	10	94	0	5	0	0	39	0	1	22	106	4	0	0	0	0	0	0	0	0	857	367	0	1	3	363	0
Precinct 9751 - Election Day	0	0	39	0	0	1	0	0	35	0	0	0	0	10	0	0	0	45	0	0	0	0	0	0	0	0	0	214	131	0	0	1	130	0
Precinct 9751	0	0	114	0	7	1	0	10	129	0	5	0	0	49	0	1	22	151	4	0	0	0	0	0	0	0	0	1,071	498	0	1	4	493	0
Precinct 9752 - Vote By Mail	0	0	58	0	1	0	0	12	67	0	5	0	0	32	1	0	15	56	2	0	0	0	0	0	0	0	0	563	255	0	0	6	249	0
Precinct 9752 - Election Day	0	0	26	1	0	0	0	0	27	0	0	0	0	5	0	0	0	36	0	0	0	0	0	0	0	0	0	134	95	0	0	0	95	0
Precinct 9752	0	0	84	1	1	0	0	12	94	0	5	0	0	37	1	0	15	92	2	0	0	0	0	0	0	0	0	697	350	0	0	6	344	0
Precinct 9753 - Vote By Mail	1	0	55	0	2	0	0	11	64	0	1	0	0	29	0	0	17	52	0	0	0	0	0	0	0	0	0	617	233	0	0	1	232	0
Precinct 9753 - Election Day	0	0	27	0	1	0	0	1	46	0	1	0	0	4	0	0	0	35	2	0	0	0	0	0	0	0	0	145	117	0	0	0	117	0
Precinct 9753	1	0	82	0	3	0	0	12	110	0	2	0	0	33	0	0	17	87	2	0	0	0	0	0	0	0	0	762	350	0	0	1	349	0
Precinct 9754 - Vote By Mail	1	0	66	0	0	0	0	10	85	0	5	0	0	25	0	1	17	57	1	0	0	0	0	0	0	0	0	545	271	0	0	3	268	0
Precinct 9754 - Election Day	0	0	28	0	0	0	0	1	34	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	0	0	0	162	100	0	0	0	100	0
Precinct 9754	1	0	94	0	0	0	0	11	119	0	5	0	0	34	0	1	17	85	1	0	0	0	0	0	0	0	0	707	371	0	0	3	368	0
Precinct 9755 - Vote By Mail	1	1	48	0	3	0	0	5	63	0	1	0	2	36	0	0	16	30	0	0	0	0	0	0	0	0	0	441	210	0	1	3	206	0
Precinct 9755 - Election Day	1	0	19	0	0	0	0	0	33	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	139	90	0	1	2	87	0
Precinct 9755	2	1	67	0	3	0	0	5	96	0	1	0	2	39	0	0	16	61	0	0	0	0	0	0	0	0	0	580	300	0	2	5	293	0
Precinct 9756 - Vote By Mail	0	0	37	0	6	0	0	5	104	0	5	0	0	41	0	0	11	55	1	0	0	0	0	0	0	0	0	805	268	0	0	3	265	0
Precinct 9756 - Election Day	0	0	10	0	0	0	0	0	41	0	0	0	0	4	0	0	0	35	0	1	0	0	0	0	0	0	0	162	95	0	2	1	92	1
Precinct 9756	0	0	47	0	6	0	0	5	145	0	5	0	0	45	0	0	11	90	1	1	0	0	0	0	0	0	0	967	363	0	2	4	357	1
Precinct 9801 - Vote By Mail	1	0	25	0	1	0	0	2	57	0	3	0	0	19	0	0	6	26	0	0	0	0	0	0	0	0	0	320	141	0	0	1	140	0
Precinct 9801 - Election Day	0	0	12	0	0	0	0	0	19	0	1	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	88	46	0	0	0	46	0
