Subtotal Area	KEN ARMSTRONG	MAX ABRAMSON	SAM ROBB	KIM RUFF	STEVEN A RICHEY	JACOB HORNBERGER	SOURAYA FAAS	KEENAN WALLACE DUNHAM	ADAM KOKESH	VERMIN SUPREME	JO JORGENSEN	DAN BEHRMAN	ERIK CHASE GERHARDT	NICHOLAS D'ARTAGNAN DUMAS	GEBY EVA ESPINOSA	JAMES ORLANDO OGLE	SORINNE ARDELEANU	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 9211 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 9211 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 9211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 9212 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	0	0	0	0	0	0
Precinct 9212 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	808	1	0	0	0	1	0
Precinct 9212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	808	1	0	0	0	1	0
Precinct 9213 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	937	1	0	0	0	1	0
Precinct 9213 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0	0	0	0
Precinct 9213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	937	1	0	0	0	1	0
Precinct 9214 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0
Precinct 9214 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0
Precinct 9214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0
Precinct 9215 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	1	0	0	1	0	0
Precinct 9215 - Election Day	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	644	1	0	0	0	1	0
Precinct 9215	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	644	2	0	0	1	1	0
Precinct 9216 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	1	0	0	1	0	0
Precinct 9216 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	824	1	0	0	0	1	0
Precinct 9216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	824	2	0	0	1	1	0
Precinct 9217 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	0	0	0	0
Precinct 9217 - Election Day	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	2	0	0	0	2	0
Precinct 9217	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	2	0	0	0	2	0
Precinct 9218 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0
Precinct 9218 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	816	1	0	0	0	1	0
Precinct 9218	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	816	1	0	0	0	1	0
Precinct 9219 - Vote By Mail	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	790	1	0	0	0	1	0
Precinct 9219 - Election Day	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	3	0	0	1	2	0
Precinct 9219	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	790	4	0	0	1	3	0
Precinct 9221 - Vote By Mail	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	651	3	0	0	2	1	0
Precinct 9221 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0
Precinct 9221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	651	3	0	0	2	1	0
Precinct 9222 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	1	0	0	1	0	0
Precinct 9222 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	910	1	0	0	0	1	0
Precinct 9222	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	910	2	0	0	1	1	0
Precinct 9223 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	2	0	0	2	0	0
Precinct 9223 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0
Precinct 9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	2	0	0	2	0	0
Precinct 9224 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	949	1	0	0	0	1	0
Precinct 9224 - Election Day	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	949	2	0	0	0	2	0
Precinct 9224	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	949	3	0	0	0	3	0
Precinct 9225 - Vote By Mail	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	926	1	0	0	0	1	0
Precinct 9225 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	0	0	0	0
Precinct 9225	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	926	1	0	0	0	1	0
Precinct 9226 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	2	0	0	2	0	0
Precinct 9226 - Election Day	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	896	1	0	0	0	1	0
Precinct 9226	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	896	3	0	0	2	1	0
Precinct 9227 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 9227 - Election Day	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	729	2	0	0	0	2	0
Precinct 9227	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	729	2	0	0	0	2	0
Precinct 9228 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	738	3	0	0	1	2	0
Precinct 9228 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0
Precinct 9228	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	738	3	0	0	1	2	0
Precinct 9229 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	1	0	0	1	0	0
Precinct 9229 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	1	0	0	1	0	0
Precinct 9231 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	962	3	0	0	2	1	0
Precinct 9231 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0
Precinct 9231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	962	3	0	0	2	1	0
Precinct 9232 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	0	0	0	0	0
Precinct 9232 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	1	0	0	1	0	0
Precinct 9232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	1	0	0	1	0	0
Precinct 9233 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0
Precinct 9233 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	818	1	0	0	0	1	0
Precinct 9233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	818	1	0	0	0	1	0
Precinct 9234 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	734	3	0	0	1	2	0
Precinct 9234 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	1	0	0	0	1	1
Precinct 9234	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	734	4	0	0	1	3	1
Precinct 9235 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	1	0	0	1	0	0
Precinct 9235 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0
Precinct 9235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	1	0	0	1	0	0
Precinct 9236 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 9236 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 9236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 9237 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	2	0	0	2	0	0
Precinct 9237 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0
Precinct 9237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	2	0	0	2	0	0
Precinct 9238 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0
Precinct 9238 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	1	0	0	1	0	0
Precinct 9238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	1	0	0	1	0	0
Precinct 9239 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 9239 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 9239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 9241 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0
Precinct 9241 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	1	0	0	1	0	0
Precinct 9241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	1	0	0	1	0	0
Precinct 9242 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	943	2	0	0	1	1	0
Precinct 9242 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	0
Precinct 9242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	943	2	0	0	1	1	0
Precinct 9243 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0
Precinct 9243 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0
Precinct 9243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0
Precinct 9244 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	1	0	0	0	1	0
Precinct 9244 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0
Precinct 9244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	1	0	0	0	1	0
Precinct 9245 - Vote By Mail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	1	0	0	0	1	0
Precinct 9245 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	1	0	0	1	0	0
Precinct 9245	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	2	0	0	1	1	0
Precinct 9246 - Vote By Mail	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	970	2	0	0	0	2	0
Precinct 9246 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	1	0	0	0	1	1
Precinct 9246	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	970	3	0	0	0	3	1
Precinct 9247 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 9247 - Election Day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1	0	0	0	1	0
Precinct 9247	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1	0	0	0	1	0
Precinct 9248 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	3	0	0	2	1	0
Precinct 9248 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0
Precinct 9248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	3	0	0	2	1	0
Precinct 9249 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	1	0	0	1	0	0
Precinct 9249 - Election Day	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	915	2	0	0	0	2	0
Precinct 9249	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	915	3	0	0	1	2	0
Precinct 9251 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0
Precinct 9251 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	966	1	0	0	0	1	0
Precinct 9251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	966	1	0	0	0	1	0
Precinct 9252 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0
Precinct 9252 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	1	0	0	1	0	0
Precinct 9252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	1	0	0	1	0	0
Precinct 9253 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0
Precinct 9253 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	1	0	0	1	0	0
Precinct 9253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	1	0	0	1	0	0
Precinct 9254 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0
Precinct 9254 - Election Day	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	921	2	0	0	0	2	0
Precinct 9254	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	921	2	0	0	0	2	0
Precinct 9255 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0
Precinct 9255 - Election Day	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	550	2	0	0	0	2	0
Precinct 9255	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	550	2	0	0	0	2	0
Precinct 9256 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0
Precinct 9256 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0
Precinct 9256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0
Precinct 9257 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	1	0	0	1	0	0
Precinct 9257 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0
Precinct 9257 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	1	0	0	1	0	0
Precinct 9258 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	1	0	0	1	0	0
Precinct 9258 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	0	0	0	0
Precinct 9258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	1	0	0	1	0	0
Precinct 9401 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,038	0	0	0	0	0	0
Precinct 9401 - Election Day	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,038	2	0	0	1	1	0
Precinct 9401	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,038	2	0	0	1	1	0
Precinct 9402 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,017	1	0	0	1	0	0
Precinct 9402 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,017	1	0	0	1	0	0
Precinct 9402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,017	2	0	0	2	0	0
Precinct 9403 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0
Precinct 9403 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0
Precinct 9403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0
Precinct 9404 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0
Precinct 9404 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0
Precinct 9404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0
Precinct 9405 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0
Precinct 9405 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0
Precinct 9405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0
Precinct 9406 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	883	1	0	0	0	1	0
Precinct 9406 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	0
Precinct 9406	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	883	1	0	0	0	1	0
Precinct 9407 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0	0
Precinct 9407 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	913	1	0	0	0	1	0
Precinct 9407	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	913	1	0	0	0	1	0
Precinct 9408 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	863	1	0	0	0	1	0
Precinct 9408 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	1	0	1	0	0	0
Precinct 9408	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	863	2	0	1	0	1	0
Precinct 9409 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0
Precinct 9409 - Election Day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	4	0	0	1	3	2
Precinct 9409	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	4	0	0	1	3	2
Precinct 9411 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,007	0	0	0	0	0	0
Precinct 9411 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,007	1	0	0	0	1	1
Precinct 9411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,007	1	0	0	0	1	1
Precinct 9412 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0
Precinct 9412 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0
Precinct 9412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0
Precinct 9413 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	1	0	0	1	0	0
Precinct 9413 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0
Precinct 9413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	1	0	0	1	0	0
Precinct 9414 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0	0
Precinct 9414 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0	0
Precinct 9414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0	0
Precinct 9415 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	1	0	0	0	1	0
Precinct 9415 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9415	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	1	0	0	0	1	0
Precinct 9416 - Vote By Mail	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	999	1	0	0	0	1	0
Precinct 9416 - Election Day	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	999	1	0	0	0	1	0
Precinct 9416	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	999	2	0	0	0	2	0
Precinct 9417 - Vote By Mail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	1	0	0	0	1	0
Precinct 9417 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0
Precinct 9417	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	1	0	0	0	1	0
Precinct 9418 - Vote By Mail	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	819	2	0	0	0	2	0
Precinct 9418 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	0	0	0	0	0
Precinct 9418	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	819	2	0	0	0	2	0
Precinct 9419 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0
Precinct 9419 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0
Precinct 9419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0
Precinct 9421 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0
Precinct 9421 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0
Precinct 9421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0
Precinct 9422 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,101	2	0	0	1	1	0
Precinct 9422 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,101	0	0	0	0	0	0
Precinct 9422	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,101	2	0	0	1	1	0
Precinct 9423 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	1	0	0	1	0	0
Precinct 9423 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	0	0	0	0	0	0
Precinct 9423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	1	0	0	1	0	0
Precinct 9424 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,009	0	0	0	0	0	0
Precinct 9424 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,009	0	0	0	0	0	0
Precinct 9424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,009	0	0	0	0	0	0
Precinct 9425 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	1	0	0	1	0	0
Precinct 9425 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	976	1	0	0	0	1	0
Precinct 9425	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	976	2	0	0	1	1	0
Precinct 9426 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 9426 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0
Precinct 9427 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	987	1	0	0	0	1	0
Precinct 9427 - Election Day	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	987	1	0	0	0	1	0
Precinct 9427	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	987	2	0	0	0	2	0
Precinct 9428 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	990	2	0	0	1	1	0
Precinct 9428 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0
Precinct 9428	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	990	2	0	0	1	1	0
Precinct 9429 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	1	0	0	1	0	0
Precinct 9429 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0
Precinct 9429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	1	0	0	1	0	0
Precinct 9431 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,036	0	0	0	0	0	0
Precinct 9431 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,036	0	0	0	0	0	0
Precinct 9431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,036	0	0	0	0	0	0
Precinct 9432 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0
Precinct 9432 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0
Precinct 9432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0
Precinct 9433 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0
Precinct 9433 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	958	2	0	0	0	2	1
Precinct 9433	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	958	2	0	0	0	2	1
Precinct 9434 - Vote By Mail	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1,012	2	0	0	0	2	0
Precinct 9434 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,012	0	0	0	0	0	0
